epoch,correlation_coefficient,fraction_of_explained_variance,loss,root_mean_squared_error
70,nan,-inf,0.5796536803245544,0.490766704082489
71,nan,-inf,0.5720891356468201,0.4828549921512604
72,nan,-inf,0.5699626803398132,0.48087674379348755
73,nan,-inf,0.5686962008476257,0.4797232449054718
74,nan,-inf,0.5677431225776672,0.47883179783821106
75,nan,-inf,0.5669387578964233,0.47803494334220886
76,nan,-inf,0.5663057565689087,0.47741860151290894
77,nan,-inf,0.5657455325126648,0.4768420457839966
78,nan,-inf,0.5652554035186768,0.47634342312812805
79,nan,-inf,0.564844012260437,0.4758799970149994
