epoch,correlation_coefficient,fraction_of_explained_variance,loss,root_mean_squared_error
0,nan,-inf,0.7304540276527405,0.6410297155380249
1,nan,-inf,0.5842465162277222,0.5144328474998474
2,nan,-inf,0.5488551259040833,0.48220956325531006
3,nan,-inf,0.5788331627845764,0.5344817042350769
4,nan,-inf,0.5632932782173157,0.51730877161026
5,nan,-inf,0.5576031804084778,0.5118058919906616
6,nan,-inf,0.553927481174469,0.5080982446670532
7,nan,-inf,0.5510736703872681,0.5049989223480225
8,nan,-inf,0.5487323999404907,0.502421498298645
9,nan,-inf,0.5466919541358948,0.5000918507575989
10,nan,-inf,0.5652440786361694,0.5424654483795166
11,nan,-inf,0.5600728392601013,0.534000813961029
12,nan,-inf,0.5577263832092285,0.5303269624710083
13,nan,-inf,0.556268572807312,0.5281705260276794
14,nan,-inf,0.5552118420600891,0.5266566872596741
15,nan,-inf,0.5544791221618652,0.5255592465400696
16,nan,-inf,0.5538414120674133,0.5246798396110535
17,nan,-inf,0.5533252954483032,0.5239870548248291
18,nan,-inf,0.5528721809387207,0.5234035849571228
19,nan,-inf,0.5525050163269043,0.5229083895683289
20,nan,-inf,0.5531895756721497,0.5267662405967712
21,nan,-inf,0.552717387676239,0.5259146094322205
22,nan,-inf,0.552452802658081,0.5254101753234863
23,nan,-inf,0.5522478818893433,0.5249356627464294
24,nan,-inf,0.5520802736282349,0.5245792269706726
25,nan,-inf,0.5519536733627319,0.5242912769317627
26,nan,-inf,0.5518595576286316,0.5240474343299866
27,nan,-inf,0.5517486333847046,0.5238521099090576
28,nan,-inf,0.5516629219055176,0.5236282348632812
29,nan,-inf,0.5516144037246704,0.523517370223999
30,nan,-inf,0.5514657497406006,0.5234999656677246
31,nan,-inf,0.5514559745788574,0.5235039591789246
32,nan,-inf,0.5514361262321472,0.5234397649765015
33,nan,-inf,0.5514473915100098,0.5234734416007996
34,nan,-inf,0.5514233112335205,0.5234217047691345
35,nan,-inf,0.5514296889305115,0.5234499573707581
36,nan,-inf,0.5514401793479919,0.5234324336051941
37,nan,-inf,0.5514258146286011,0.5234001874923706
38,nan,-inf,0.5514096617698669,0.5233557820320129
39,nan,-inf,0.5514090061187744,0.5233455300331116
40,nan,-inf,0.5513893961906433,0.5233299136161804
41,nan,-inf,0.5513732433319092,0.5232944488525391
42,nan,-inf,0.5513685941696167,0.5232864618301392
43,nan,-inf,0.5513967275619507,0.5233103632926941
44,nan,-inf,0.5513929724693298,0.5233151912689209
45,nan,-inf,0.5513687133789062,0.5232665538787842
46,nan,-inf,0.5513567924499512,0.5232314467430115
47,nan,-inf,0.5513537526130676,0.5232412815093994
48,nan,-inf,0.5513244867324829,0.5232071280479431
49,nan,-inf,0.5513274669647217,0.523186445236206
50,nan,-inf,0.55132657289505,0.5232080221176147
51,nan,-inf,0.5513309240341187,0.5232186913490295
52,nan,-inf,0.5513217449188232,0.5232118368148804
53,nan,-inf,0.5513156056404114,0.5231857895851135
54,nan,-inf,0.551321804523468,0.5232036113739014
55,nan,-inf,0.5513242483139038,0.5231801271438599
56,nan,-inf,0.5513132810592651,0.5231978893280029
57,nan,-inf,0.5513255000114441,0.5231934189796448
58,nan,-inf,0.551301896572113,0.5231800079345703
59,nan,-inf,0.5513346195220947,0.5231999158859253
60,nan,-inf,0.5512954592704773,0.5231504440307617
61,nan,-inf,0.5513206124305725,0.5231911540031433
62,nan,-inf,0.5513202548027039,0.5231836438179016
63,nan,-inf,0.5513285994529724,0.5232092142105103
64,nan,-inf,0.5512966513633728,0.5231490731239319
65,nan,-inf,0.5513517260551453,0.5232008695602417
66,nan,-inf,0.5513157248497009,0.5231721997261047
67,nan,-inf,0.5512949228286743,0.5231525897979736
68,nan,-inf,0.5513204336166382,0.523187518119812
69,nan,-inf,0.5513164401054382,0.5231831669807434
70,nan,-inf,0.551321268081665,0.5231977105140686
71,nan,-inf,0.5513036251068115,0.5231627821922302
72,nan,-inf,0.5512915253639221,0.5231570601463318
73,nan,-inf,0.5512943863868713,0.5231340527534485
74,nan,-inf,0.5513339638710022,0.5231778621673584
75,nan,-inf,0.5513051748275757,0.523171603679657
76,nan,-inf,0.5513314008712769,0.5231665372848511
77,nan,-inf,0.5513139367103577,0.5231782793998718
78,nan,-inf,0.5512951612472534,0.5231468677520752
79,nan,-inf,0.5512946844100952,0.5231644511222839
